Date,Description,Deposits,Withdrawls,Balance
2020-11-14,Tax,44.71,0.0,470.81
2020-11-14,NEFT,0.0,58.85,411.96
2020-11-14,Tax,1256.0,0.0,1667.96
2020-11-14,Commission,0.0,833.98,833.98
2020-11-14,Cheque,0.0,833.98,0.0
2020-11-14,Purchase,3.0,0.0,3.0
2020-11-14,Reversal,0.0,0.3,2.7
2020-11-14,Tax,0.0,0.34,2.36
2020-11-14,NEFT,0.0,0.3,2.06
2020-11-14,NEFT,0.0,1.03,1.03
2020-11-14,Purchase,2029620.0,0.0,2029621.03
2020-11-14,ATM,0.0,338270.17,1691350.86
2020-11-14,Reversal,27179.0,0.0,1718529.86
2020-11-14,RTGS,3.8,0.0,1718533.66
2020-11-14,Reversal,0.0,1718533.66,0.0
2020-11-14,Bill,1865295.2,0.0,1865295.2
2020-11-14,Cheque,0.0,932647.6,932647.6
2020-11-14,Transfer,0.0,466323.8,466323.8
2020-11-14,Tax,0.0,116580.95,349742.85
2020-11-14,Cash,0.0,43717.86,306024.99
2020-11-14,Purchase,0.0,30602.5,275422.49
2020-11-14,Bill,0.0,55084.5,220337.99
2020-11-14,Tax,0.0,36723.0,183614.99
2020-11-14,Cheque,0.0,61205.0,122409.99
2020-11-14,RTGS,72977.9,0.0,195387.89
2020-11-14,Tax,20679.54,0.0,216067.43
2020-11-14,Reversal,0.0,30866.78,185200.65
2020-11-14,IMPS,0.0,23150.08,162050.57
2020-11-14,ATM,0.0,18005.62,144044.95
2020-11-14,Bill,0.0,144044.95,0.0
2020-11-15,Purchase,53.0,0.0,53.0
2020-11-15,Interest,0.0,17.67,35.33
2020-11-15,Transfer,0.0,35.33,0.0
2020-11-15,Purchase,4071.1,0.0,4071.1
2020-11-15,Cheque,16598.8,0.0,20669.9
2020-11-15,ATM,44.9,0.0,20714.8
2020-11-15,Cheque,2852.0,0.0,23566.8
2020-11-15,Purchase,26407.47,0.0,49974.27
2020-11-15,Transfer,51.0,0.0,50025.27
2020-11-15,Cash,321.14,0.0,50346.41
2020-11-15,Purchase,0.0,5594.05,44752.36
2020-11-15,IMPS,0.0,4972.48,39779.88
2020-11-15,IMPS,0.0,9944.97,29834.91
2020-11-15,RTGS,7.2,0.0,29842.11
2020-11-15,Bill,5.71,0.0,29847.82
2020-11-15,Tax,0.0,3316.42,26531.4
2020-11-15,Reversal,3378.45,0.0,29909.85
2020-11-15,ATM,4.0,0.0,29913.85
2020-11-15,ATM,29190.0,0.0,59103.85
2020-11-15,Miscellaneous,0.0,6567.09,52536.76
2020-11-15,Debit Card,0.0,17512.25,35024.51
2020-11-15,Commission,0.0,35024.51,0.0
2020-11-15,Purchase,222479.5,0.0,222479.5
2020-11-15,Purchase,3145.89,0.0,225625.39
2020-11-15,NEFT,0.0,32232.2,193393.19
2020-11-15,IMPS,37.25,0.0,193430.44
2020-11-15,Cash,23081.6,0.0,216512.04
2020-11-15,RTGS,0.0,72170.68,144341.36
2020-11-15,Debit Card,0.0,14434.14,129907.22
2020-11-15,ATM,7.4,0.0,129914.62
2020-11-16,Reversal,0.0,12991.46,116923.16
2020-11-16,Reversal,0.0,19487.19,97435.97
2020-11-16,Cash,0.0,97435.97,0.0
2020-11-16,RTGS,227222.41,0.0,227222.41
2020-11-16,Tax,1366813.0,0.0,1594035.41
2020-11-16,IMPS,784448.8,0.0,2378484.21
2020-11-16,NEFT,5.79,0.0,2378490.0
2020-11-17,Commission,0.0,297311.25,2081178.75
2020-11-17,Interest,4.5,0.0,2081183.25
2020-11-17,Bill,0.0,2081183.25,0.0
2020-11-17,Commission,30221.0,0.0,30221.0
2020-11-17,Cash,0.0,4317.29,25903.71
2020-11-17,Reversal,0.0,8634.57,17269.14
2020-11-17,Cheque,5.6,0.0,17274.74
2020-11-17,Tax,0.0,5758.25,11516.49
2020-11-17,Cheque,0.0,1151.65,10364.84
2020-11-17,Commission,3012.0,0.0,13376.84
2020-11-17,Debit Card,320.9,0.0,13697.74
2020-11-18,IMPS,36.08,0.0,13733.82
2020-11-18,ATM,25.98,0.0,13759.8
2020-11-18,Cheque,0.0,13759.8,0.0
2020-11-18,Interest,179277.0,0.0,179277.0
2020-11-18,Commission,0.0,44819.25,134457.75
2020-11-18,Interest,0.0,67228.88,67228.88
2020-11-18,Bill,0.0,11204.81,56024.07
2020-11-18,Miscellaneous,4.98,0.0,56029.05
2020-11-18,Transfer,3.0,0.0,56032.05
2020-11-18,ATM,0.0,11206.41,44825.64
2020-11-19,Interest,0.0,5603.21,39222.44
2020-11-19,IMPS,4.9,0.0,39227.34
2020-11-19,IMPS,0.0,19613.67,19613.67
2020-11-19,Tax,71.6,0.0,19685.27
2020-11-19,ATM,272.55,0.0,19957.82
2020-11-19,Tax,0.0,2494.73,17463.09
2020-11-20,Cheque,0.0,5821.03,11642.06
2020-11-20,Transfer,0.0,3880.69,7761.37
2020-11-20,Cash,19451.83,0.0,27213.2
2020-11-20,NEFT,0.0,3887.6,23325.6
2020-11-20,Debit Card,2.34,0.0,23327.94
2020-11-20,ATM,0.0,11663.97,11663.97
2020-11-20,Reversal,0.0,3887.99,7775.98
2020-11-20,RTGS,2088811.8,0.0,2096587.78
2020-11-20,Debit Card,2.7,0.0,2096590.48
2020-11-20,IMPS,0.0,349431.75,1747158.73
2020-11-20,Miscellaneous,45.0,0.0,1747203.73
2020-11-21,NEFT,5.04,0.0,1747208.77
2020-11-21,Cash,0.0,291201.46,1456007.31
2020-11-21,Tax,262.75,0.0,1456270.06
2020-11-21,Cheque,0.0,208038.58,1248231.48
2020-11-21,Purchase,2143.72,0.0,1250375.2
2020-11-21,Transfer,4043.8,0.0,1254419.0
2020-11-21,Cash,0.0,313604.75,940814.25
2020-11-21,Cash,0.0,134402.04,806412.21
2020-11-21,Cheque,0.0,134402.04,672010.18
2020-11-21,Purchase,4.38,0.0,672014.56
2020-11-21,Reversal,0.0,67201.46,604813.1
2020-11-21,RTGS,0.0,67201.46,537611.64
2020-11-21,RTGS,1663480.0,0.0,2201091.64
2020-11-21,Bill,0.0,366848.61,1834243.03
2020-11-22,Cash,0.99,0.0,1834244.02
2020-11-22,NEFT,20.0,0.0,1834264.02
2020-11-22,Miscellaneous,90437.3,0.0,1924701.32
2020-11-22,ATM,0.0,962350.66,962350.66
2020-11-22,Tax,772.0,0.0,963122.66
2020-11-22,Cheque,0.0,192624.53,770498.13
2020-11-22,Reversal,0.0,128416.36,642081.78
2020-11-22,IMPS,289.3,0.0,642371.08
2020-11-22,Transfer,499.7,0.0,642870.78
2020-11-22,Transfer,0.0,91838.68,551032.1
2020-11-22,ATM,902256.8,0.0,1453288.9
2020-11-22,Cash,197432.0,0.0,1650720.9
2020-11-22,NEFT,2099.07,0.0,1652819.97
2020-11-22,ATM,229747.0,0.0,1882566.97
2020-11-22,Reversal,0.0,268938.14,1613628.83
2020-11-22,Interest,3721.0,0.0,1617349.83
2020-11-22,Transfer,5.2,0.0,1617355.03
2020-11-22,Purchase,0.0,161735.5,1455619.53
2020-11-22,Purchase,0.0,363904.88,1091714.65
2020-11-22,ATM,29862.0,0.0,1121576.65
2020-11-22,Debit Card,8506.19,0.0,1130082.84
2020-11-22,ATM,0.0,565041.42,565041.42
2020-11-22,Interest,0.0,188347.14,376694.28
2020-11-22,Purchase,221597.9,0.0,598292.18
2020-11-22,RTGS,8.29,0.0,598300.47
2020-11-22,Miscellaneous,3340.0,0.0,601640.47
2020-11-22,Interest,1945724.8,0.0,2547365.27
2020-11-22,Transfer,0.0,509473.05,2037892.22
2020-11-22,Transfer,17454.0,0.0,2055346.22
2020-11-22,Reversal,0.0,342557.7,1712788.52
2020-11-22,Miscellaneous,1044.0,0.0,1713832.52
2020-11-22,Commission,0.0,190425.84,1523406.68
2020-11-22,Interest,38.1,0.0,1523444.78
2020-11-22,Tax,32639.73,0.0,1556084.51
2020-11-22,Cheque,0.0,518694.84,1037389.67
2020-11-22,Bill,5.0,0.0,1037394.67
2020-11-23,Commission,0.0,115266.07,922128.6
2020-11-23,ATM,659066.0,0.0,1581194.6
2020-11-23,ATM,257.0,0.0,1581451.6
2020-11-23,Reversal,0.0,225921.66,1355529.94
2020-11-23,IMPS,0.0,135552.99,1219976.95
2020-11-23,ATM,0.0,203329.49,1016647.46
2020-11-23,Reversal,158929.09,0.0,1175576.55
2020-11-23,Commission,163331.0,0.0,1338907.55
2020-11-24,Interest,2691.0,0.0,1341598.55
2020-11-24,Cash,0.0,447199.52,894399.03
2020-11-24,Bill,0.0,127771.29,766627.74
2020-11-24,NEFT,0.0,255542.58,511085.16
2020-11-24,Debit Card,0.0,56787.24,454297.92
2020-11-24,Cash,389.24,0.0,454687.16
2020-11-24,Tax,0.0,64955.31,389731.85
2020-11-24,Commission,0.0,194865.93,194865.92
2020-11-24,ATM,3949.0,0.0,198814.92
2020-11-24,Miscellaneous,0.0,99407.46,99407.46
2020-11-24,Cash,23142.5,0.0,122549.96
2020-11-24,Interest,7.1,0.0,122557.06
2020-11-24,ATM,14545.11,0.0,137102.17
2020-11-24,RTGS,0.0,68551.09,68551.09
2020-11-24,Purchase,0.0,68551.09,0.0
2020-11-24,Transfer,499.1,0.0,499.1
2020-11-24,Miscellaneous,0.0,124.78,374.33
2020-11-24,Bill,997.9,0.0,1372.23
2020-11-24,Cheque,6.0,0.0,1378.23
2020-11-24,Cash,262075.69,0.0,263453.92
2020-11-24,Reversal,468.65,0.0,263922.57
2020-11-24,Tax,306.11,0.0,264228.68
2020-11-24,RTGS,0.0,264228.68,0.0
2020-11-24,Debit Card,588056.5,0.0,588056.5
2020-11-24,Miscellaneous,50.2,0.0,588106.7
2020-11-24,IMPS,0.0,58810.67,529296.03
2020-11-24,Cash,16548.71,0.0,545844.74
2020-11-24,RTGS,1384.0,0.0,547228.74
2020-11-24,Interest,6.0,0.0,547234.74
2020-11-24,Interest,0.0,547234.74,0.0
2020-11-24,Miscellaneous,451.04,0.0,451.04
2020-11-24,Cheque,12985.73,0.0,13436.77
2020-11-24,NEFT,675670.0,0.0,689106.77
2020-11-24,IMPS,0.0,68910.68,620196.09
2020-11-24,Cash,29714.8,0.0,649910.89
2020-11-24,Purchase,0.0,72212.32,577698.57
2020-11-24,Purchase,3427.1,0.0,581125.67
2020-11-24,IMPS,3492.8,0.0,584618.47
2020-11-24,Purchase,0.0,292309.24,292309.24
2020-11-24,Miscellaneous,1946180.5,0.0,2238489.74
2020-11-24,Purchase,0.0,559622.44,1678867.31
2020-11-24,Debit Card,0.0,839433.66,839433.66
2020-11-24,NEFT,3.94,0.0,839437.6
2020-11-24,IMPS,7.0,0.0,839444.6
2020-11-24,Cash,0.0,839444.6,0.0
2020-11-24,Tax,17214.0,0.0,17214.0
2020-11-24,Debit Card,0.0,2459.14,14754.86
2020-11-24,NEFT,0.0,1844.36,12910.5
2020-11-24,IMPS,19147.0,0.0,32057.5
2020-11-24,Cash,0.0,4007.19,28050.31
2020-11-24,Bill,0.0,3506.29,24544.02
2020-11-24,Cheque,25076.8,0.0,49620.82
2020-11-24,Tax,46.3,0.0,49667.12
2020-11-24,Debit Card,55.6,0.0,49722.72
2020-11-24,Miscellaneous,260.65,0.0,49983.37
2020-11-24,Bill,0.0,4998.34,44985.03
2020-11-24,Tax,0.0,4998.34,39986.69
2020-11-24,ATM,0.0,19993.35,19993.34
2020-11-24,ATM,0.0,6664.45,13328.89
2020-11-24,Commission,657739.5,0.0,671068.39
2020-11-24,Reversal,2.73,0.0,671071.12
2020-11-24,IMPS,242634.6,0.0,913705.72
2020-11-24,NEFT,0.0,913705.72,0.0
2020-11-24,Miscellaneous,421.0,0.0,421.0
2020-11-24,Interest,8447.72,0.0,8868.72
2020-11-24,Tax,0.0,886.87,7981.85
2020-11-24,Miscellaneous,6.1,0.0,7987.95
2020-11-24,NEFT,0.0,1597.59,6390.36
2020-11-24,Reversal,0.0,912.91,5477.45
2020-11-24,Transfer,0.0,547.75,4929.7
2020-11-24,Interest,0.0,616.21,4313.49
2020-11-24,RTGS,0.0,4313.49,0.0
2020-11-24,Miscellaneous,15.8,0.0,15.8
2020-11-24,IMPS,81.91,0.0,97.71
2020-11-24,ATM,0.0,19.54,78.17
2020-11-25,Debit Card,2158.0,0.0,2236.17
2020-11-25,Interest,0.0,279.52,1956.65
2020-11-25,Cash,0.0,279.52,1677.13
2020-11-25,IMPS,16171.07,0.0,17848.2
2020-11-25,Purchase,33.0,0.0,17881.2
2020-11-25,Cheque,0.0,3576.24,14304.96
2020-11-25,Transfer,233905.5,0.0,248210.46
2020-11-25,Cash,0.0,35458.64,212751.82
2020-11-25,Purchase,462.3,0.0,213214.12
2020-11-25,Interest,202420.0,0.0,415634.12
2020-11-25,Commission,0.0,69272.35,346361.77
2020-11-25,Debit Card,0.0,86590.44,259771.33
2020-11-26,Commission,0.0,86590.44,173180.89
2020-11-27,Miscellaneous,0.0,21647.61,151533.28
2020-11-27,Purchase,0.0,25255.55,126277.73
2020-11-27,IMPS,0.0,21046.29,105231.44
2020-11-27,Interest,0.0,26307.86,78923.58
2020-11-28,Purchase,82760.4,0.0,161683.98
2020-11-28,Commission,0.0,17964.89,143719.09
2020-11-28,RTGS,371.8,0.0,144090.89
2020-11-28,NEFT,21388.0,0.0,165478.89
2020-11-28,Reversal,0.0,55159.63,110319.26
2020-11-28,ATM,459.94,0.0,110779.2
2020-11-28,Cheque,0.0,11077.92,99701.28
2020-11-28,NEFT,54.12,0.0,99755.4
2020-11-28,Miscellaneous,492.71,0.0,100248.11
2020-11-28,NEFT,0.0,10024.81,90223.3
2020-11-28,Debit Card,2886.0,0.0,93109.3
2020-11-28,Transfer,0.0,23277.33,69831.98
2020-11-28,ATM,1332.5,0.0,71164.48
2020-11-28,Purchase,388.0,0.0,71552.48
2020-11-28,Commission,53661.22,0.0,125213.7
2020-11-28,Reversal,0.0,17887.67,107326.03
2020-11-28,Miscellaneous,0.0,53663.02,53663.02
2020-11-28,NEFT,82.44,0.0,53745.46
2020-11-28,Reversal,2.37,0.0,53747.83
2020-11-28,Purchase,40.0,0.0,53787.83
2020-11-28,Interest,1434578.2,0.0,1488366.03
2020-11-28,Debit Card,0.0,372091.51,1116274.52
2020-11-28,Cheque,2705.0,0.0,1118979.52
2020-11-28,Tax,0.0,559489.76,559489.76
2020-11-28,Miscellaneous,0.0,62165.53,497324.23
2020-11-28,NEFT,26.68,0.0,497350.91
2020-11-28,Commission,0.0,99470.18,397880.73
2020-11-28,RTGS,0.0,397880.73,0.0
2020-11-28,IMPS,46375.03,0.0,46375.03
2020-11-28,Debit Card,0.0,46375.03,0.0
2020-11-28,Bill,88181.8,0.0,88181.8
2020-11-28,Miscellaneous,6352.0,0.0,94533.8
2020-11-28,Purchase,15319.4,0.0,109853.2
2020-11-28,Commission,0.0,13731.65,96121.55
2020-11-28,RTGS,0.0,12015.19,84106.36
2020-11-28,Tax,40.7,0.0,84147.06
2020-11-28,IMPS,0.0,8414.71,75732.35
2020-11-28,Tax,2168.0,0.0,77900.35
2020-11-28,RTGS,0.0,25966.78,51933.57
2020-11-28,ATM,0.0,7419.08,44514.49
2020-11-28,RTGS,0.0,4451.45,40063.04
2020-11-28,Interest,12909.0,0.0,52972.04
2020-11-28,Cash,0.0,5297.2,47674.84
2020-11-28,RTGS,0.0,11918.71,35756.13
2020-11-28,Transfer,11854.07,0.0,47610.2
2020-11-28,NEFT,3046.14,0.0,50656.34
2020-11-28,Miscellaneous,322.88,0.0,50979.22
2020-11-28,NEFT,237045.0,0.0,288024.22
2020-11-28,Reversal,897.33,0.0,288921.55
2020-11-28,ATM,486.93,0.0,289408.48
2020-11-28,RTGS,420.93,0.0,289829.41
2020-11-28,Cheque,44404.0,0.0,334233.41
2020-11-28,Debit Card,2530.0,0.0,336763.41
2020-11-28,Bill,0.0,37418.16,299345.25
2020-11-29,Cash,0.0,59869.05,239476.2
2020-11-29,ATM,151.0,0.0,239627.2
2020-11-29,Transfer,0.0,39937.87,199689.33
2020-11-29,RTGS,50981.0,0.0,250670.33
2020-11-30,Commission,0.0,62667.58,188002.75
2020-11-30,IMPS,0.0,188002.75,0.0
2020-11-30,Interest,8.0,0.0,8.0
2020-11-30,Interest,0.0,2.67,5.33
2020-11-30,Interest,0.0,0.89,4.44
2020-11-30,ATM,0.0,0.74,3.7
2020-11-30,Purchase,17893.8,0.0,17897.5
2020-11-30,ATM,43835.62,0.0,61733.12
2020-11-30,Reversal,0.0,6173.31,55559.81
2020-11-30,Transfer,136953.8,0.0,192513.61
2020-11-30,Reversal,0.0,96256.81,96256.8
2020-11-30,Commission,0.0,13750.97,82505.83
2020-11-30,Miscellaneous,213538.5,0.0,296044.33
2020-11-30,Miscellaneous,1670633.5,0.0,1966677.83
2020-11-30,ATM,441.0,0.0,1967118.83
2020-11-30,NEFT,1.3,0.0,1967120.13
2020-11-30,NEFT,0.0,983560.07,983560.06
2020-11-30,Cash,0.0,983560.06,0.0
2020-11-30,Debit Card,0.85,0.0,0.85
2020-11-30,Cash,28412.47,0.0,28413.32
2020-11-30,NEFT,1788.0,0.0,30201.32
2020-11-30,Cheque,0.0,15100.66,15100.66
2020-11-30,Debit Card,1137215.25,0.0,1152315.91
2020-12-01,Interest,0.0,144039.49,1008276.42
2020-12-01,Reversal,0.0,112030.71,896245.71
2020-12-01,Reversal,0.0,149374.29,746871.42
2020-12-01,Debit Card,11988.0,0.0,758859.42
2020-12-01,Debit Card,0.0,379429.71,379429.71
2020-12-01,ATM,0.0,42158.86,337270.85
2020-12-01,Interest,0.0,337270.85,0.0
2020-12-01,Tax,436.15,0.0,436.15
2020-12-01,Transfer,0.0,62.31,373.84
2020-12-01,Commission,0.0,37.38,336.46
2020-12-01,Debit Card,0.0,336.46,0.0
2020-12-01,Commission,223693.03,0.0,223693.03
2020-12-01,Cheque,0.0,22369.3,201323.73
2020-12-01,Purchase,53.83,0.0,201377.56
2020-12-01,NEFT,0.0,50344.39,151033.17
2020-12-01,IMPS,0.0,37758.29,113274.88
2020-12-01,Tax,251831.0,0.0,365105.88
2020-12-01,Purchase,0.0,36510.59,328595.29
2020-12-01,Transfer,0.5,0.0,328595.79
2020-12-01,Cash,0.0,41074.47,287521.32
2020-12-01,Cash,57.07,0.0,287578.39
2020-12-01,ATM,17.44,0.0,287595.83
2020-12-01,Cheque,0.0,31955.09,255640.74
2020-12-01,Miscellaneous,0.0,36520.11,219120.63
2020-12-01,Bill,0.0,21912.06,197208.57
2020-12-01,Bill,202.9,0.0,197411.47
2020-12-01,Interest,0.0,197411.47,0.0
2020-12-01,IMPS,80918.53,0.0,80918.53
2020-12-01,Tax,0.0,8990.95,71927.58
2020-12-01,Bill,780337.8,0.0,852265.38
2020-12-01,Cheque,649.0,0.0,852914.38
2020-12-01,Bill,0.0,85291.44,767622.94
2020-12-01,Commission,472737.0,0.0,1240359.94
2020-12-01,Reversal,23.2,0.0,1240383.14
2020-12-01,Tax,0.0,124038.31,1116344.83
2020-12-01,IMPS,629146.2,0.0,1745491.03
2020-12-01,RTGS,192748.0,0.0,1938239.03
2020-12-01,Debit Card,2413.0,0.0,1940652.03
2020-12-01,ATM,45629.7,0.0,1986281.73
2020-12-01,Tax,93567.7,0.0,2079849.43
2020-12-01,Interest,0.0,346641.57,1733207.86
2020-12-01,Bill,10986.75,0.0,1744194.61
2020-12-01,Bill,0.0,193799.4,1550395.21
2020-12-01,NEFT,0.0,258399.2,1291996.01
2020-12-01,Miscellaneous,0.0,129199.6,1162796.41
2020-12-01,Bill,0.0,166113.77,996682.64
2020-12-01,Reversal,1.0,0.0,996683.64
2020-12-01,Tax,0.0,199336.73,797346.91
2020-12-01,Transfer,0.0,88594.1,708752.81
2020-12-01,Debit Card,1258801.0,0.0,1967553.81
2020-12-01,IMPS,0.0,1967553.81,0.0
2020-12-01,RTGS,510694.0,0.0,510694.0
2020-12-01,ATM,0.0,255347.0,255347.0
2020-12-01,Cheque,886595.75,0.0,1141942.75
2020-12-01,RTGS,192915.19,0.0,1334857.94
2020-12-01,Cash,0.0,1334857.94,0.0
2020-12-01,Cash,152216.38,0.0,152216.38
2020-12-01,Transfer,0.0,30443.28,121773.1
2020-12-01,Cheque,0.0,60886.55,60886.55
2020-12-01,IMPS,368.21,0.0,61254.76
2020-12-01,Interest,0.0,10209.13,51045.63
2020-12-01,Tax,768.6,0.0,51814.23
2020-12-01,Miscellaneous,1452.0,0.0,53266.23
2020-12-01,Transfer,0.0,53266.23,0.0
2020-12-01,Cheque,2.0,0.0,2.0
2020-12-01,NEFT,124.1,0.0,126.1
2020-12-02,NEFT,7.21,0.0,133.31
2020-12-02,Purchase,1320498.25,0.0,1320631.56
2020-12-02,Cash,3.0,0.0,1320634.56
2020-12-02,Transfer,0.0,330158.64,990475.92
2020-12-02,NEFT,0.0,198095.18,792380.74
2020-12-02,Interest,0.0,88042.3,704338.44
2020-12-02,Cash,2215.0,0.0,706553.44
2020-12-02,Miscellaneous,0.0,353276.72,353276.72
2020-12-02,Purchase,255728.0,0.0,609004.72
2020-12-02,Transfer,0.0,67667.19,541337.53
2020-12-02,Transfer,0.0,54133.75,487203.78
2020-12-02,Reversal,0.0,69600.54,417603.24
2020-12-02,Interest,0.0,59657.61,357945.63
2020-12-02,NEFT,0.0,39771.74,318173.89
2020-12-02,Miscellaneous,0.0,45453.41,272720.48
2020-12-02,Cash,0.0,45453.41,227267.07
2020-12-02,Reversal,0.8,0.0,227267.87
2020-12-02,Miscellaneous,0.0,37877.98,189389.89
2020-12-02,Reversal,0.0,189389.89,0.0
2020-12-02,ATM,7.9,0.0,7.9
2020-12-02,Reversal,2495.77,0.0,2503.67
2020-12-02,IMPS,0.0,278.19,2225.48
2020-12-02,Purchase,0.0,278.19,1947.3
2020-12-02,Cash,31096.0,0.0,33043.3
2020-12-02,IMPS,398.34,0.0,33441.64
2020-12-02,Reversal,0.0,33441.64,0.0
2020-12-02,Purchase,4.5,0.0,4.5
2020-12-02,NEFT,0.0,0.64,3.86
2020-12-02,Purchase,447.0,0.0,450.86
2020-12-02,Transfer,215584.91,0.0,216035.77
2020-12-02,IMPS,0.0,43207.15,172828.62
2020-12-02,Tax,10.43,0.0,172839.05
2020-12-02,Cash,26772.04,0.0,199611.09
2020-12-02,RTGS,0.0,99805.55,99805.54
2020-12-02,Bill,168531.5,0.0,268337.04
2020-12-02,Bill,0.0,26833.7,241503.34
2020-12-02,Tax,0.0,40250.56,201252.78
2020-12-02,Interest,5.4,0.0,201258.18
2020-12-02,Tax,4.0,0.0,201262.18
2020-12-02,RTGS,0.0,67087.39,134174.79
2020-12-02,Tax,0.0,33543.7,100631.09
2020-12-02,Bill,0.0,20126.22,80504.87
2020-12-02,Debit Card,23312.3,0.0,103817.17
2020-12-02,Miscellaneous,0.0,12977.15,90840.02
2020-12-02,Tax,52.0,0.0,90892.02
2020-12-02,Miscellaneous,4191.3,0.0,95083.32
2020-12-02,Debit Card,2054461.0,0.0,2149544.32
2020-12-02,Debit Card,0.0,307077.76,1842466.56
2020-12-02,ATM,0.0,921233.28,921233.28
2020-12-02,Bill,24.0,0.0,921257.28
2020-12-02,NEFT,0.0,184251.46,737005.82
2020-12-02,IMPS,3278.73,0.0,740284.55
2020-12-02,Transfer,21741.1,0.0,762025.65
2020-12-02,RTGS,0.0,95253.21,666772.44
2020-12-02,Tax,0.0,333386.22,333386.22
2020-12-02,IMPS,0.0,41673.28,291712.94
2020-12-02,Cheque,20564.07,0.0,312277.01
2020-12-02,Commission,672.0,0.0,312949.01
2020-12-02,Bill,0.0,39118.63,273830.38
2020-12-02,Cheque,15022.0,0.0,288852.38
2020-12-02,RTGS,686688.0,0.0,975540.38
2020-12-02,RTGS,0.0,108393.38,867147.0
2020-12-02,NEFT,1306153.0,0.0,2173300.0
2020-12-02,Miscellaneous,2282.7,0.0,2175582.7
2020-12-02,Interest,0.0,271947.84,1903634.86
2020-12-02,Miscellaneous,15581.5,0.0,1919216.36
2020-12-02,Reversal,1638260.0,0.0,3557476.36
2020-12-02,Bill,7.97,0.0,3557484.33
2020-12-02,ATM,0.0,1185828.11,2371656.22
2020-12-02,NEFT,0.0,263517.36,2108138.86
2020-12-02,IMPS,0.0,1054069.43,1054069.43
2020-12-02,Cheque,18.7,0.0,1054088.13
2020-12-02,Commission,0.0,131761.02,922327.11
2020-12-02,Miscellaneous,12.9,0.0,922340.01
2020-12-02,Miscellaneous,0.0,92234.0,830106.01
2020-12-02,Tax,130529.0,0.0,960635.01
2020-12-02,Cash,16.91,0.0,960651.92
2020-12-02,IMPS,189291.25,0.0,1149943.17
2020-12-02,RTGS,0.0,164277.6,985665.57
2020-12-02,Debit Card,17741.9,0.0,1003407.47
2020-12-02,ATM,0.0,125425.93,877981.54
2020-12-02,Cheque,0.0,175596.31,702385.23
2020-12-02,Debit Card,627.5,0.0,703012.73
2020-12-02,IMPS,1107083.8,0.0,1810096.53
2020-12-02,Bill,8122.5,0.0,1818219.03
2020-12-03,Bill,3.7,0.0,1818222.73
2020-12-04,Bill,0.0,259746.1,1558476.63
2020-12-04,Interest,0.0,222639.52,1335837.11
2020-12-04,ATM,0.0,267167.42,1068669.69
2020-12-05,Interest,0.0,152667.1,916002.59
2020-12-05,Reversal,0.0,114500.32,801502.27
2020-12-05,Reversal,0.0,160300.45,641201.82
2020-12-05,Tax,122102.9,0.0,763304.72
2020-12-05,Cheque,478.51,0.0,763783.23
2020-12-05,Tax,0.0,127297.21,636486.02
2020-12-05,Commission,0.0,318243.01,318243.01
2020-12-05,Cheque,0.0,35360.33,282882.68
2020-12-05,Tax,0.0,56576.54,226306.14
2020-12-05,Miscellaneous,253.0,0.0,226559.14
2020-12-05,Interest,0.0,32365.59,194193.55
2020-12-05,Purchase,0.0,48548.39,145645.16
2020-12-05,Debit Card,6.0,0.0,145651.16
2020-12-05,ATM,80.8,0.0,145731.96
2020-12-05,RTGS,0.0,48577.32,97154.64
2020-12-05,Bill,0.0,12144.33,85010.31
2020-12-05,Interest,0.0,10626.29,74384.02
2020-12-05,NEFT,33.45,0.0,74417.47
2020-12-05,Interest,0.0,9302.18,65115.29
2020-12-05,Tax,0.0,8139.41,56975.88
2020-12-05,IMPS,0.0,11395.18,45580.7
2020-12-05,Tax,0.0,7596.78,37983.92
2020-12-05,Cheque,0.0,37983.92,0.0
2020-12-05,Tax,212667.8,0.0,212667.8
2020-12-05,ATM,2462.64,0.0,215130.44
2020-12-05,Debit Card,0.0,35855.07,179275.37
2020-12-05,Reversal,0.0,17927.54,161347.83
2020-12-05,Cash,0.0,26891.31,134456.52
2020-12-05,RTGS,1730089.0,0.0,1864545.52
2020-12-05,Transfer,7.56,0.0,1864553.08
2020-12-05,NEFT,0.0,621517.69,1243035.39
2020-12-05,Cash,29.48,0.0,1243064.87
2020-12-05,Purchase,0.0,248612.97,994451.9
2020-12-05,Transfer,0.0,198890.38,795561.52
2020-12-05,Cash,0.0,265187.17,530374.35
2020-12-05,Interest,0.0,530374.35,0.0
2020-12-05,Bill,1716175.25,0.0,1716175.25
2020-12-05,IMPS,0.0,171617.53,1544557.72
2020-12-06,Transfer,0.0,193069.72,1351488.0
2020-12-06,ATM,0.0,193069.71,1158418.29
2020-12-06,IMPS,0.0,115841.83,1042576.46
2020-12-06,Purchase,2185.0,0.0,1044761.46
2020-12-06,Commission,9.7,0.0,1044771.16
2020-12-06,Purchase,0.0,149253.02,895518.14
2020-12-06,Debit Card,0.0,111939.77,783578.37
2020-12-06,Miscellaneous,12056.23,0.0,795634.6
2020-12-06,IMPS,271.21,0.0,795905.81
2020-12-06,Reversal,0.0,198976.45,596929.36
2020-12-06,Tax,0.0,66325.48,530603.88
2020-12-06,Reversal,2370.41,0.0,532974.29
2020-12-06,Miscellaneous,0.0,133243.57,399730.72
2020-12-06,ATM,0.0,399730.72,0.0
